User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Device
1716,Premium,11,2022-07-10,2023-07-09,Spain,32,SmartTV
15,Standard,12,2023-05-09,2023-06-28,Germany,38,SmartTV
2185,Premium,14,2022-11-03,2023-07-08,UnitedStates,33,SmartTV
1924,Premium,13,2022-07-17,2023-07-09,Spain,42,Laptop
434,Premium,12,2022-10-15,2023-06-29,Australia,32,Laptop
1410,Basic,14,2022-11-06,2023-07-06,Germany,31,Tablet
1824,Standard,12,2022-10-30,2023-07-08,Canada,46,Laptop
2022,Basic,10,2022-10-06,2023-07-09,Canada,48,Laptop
1774,Premium,15,2022-09-08,2023-07-08,Spain,36,Tablet
2331,Premium,13,2022-10-16,2023-07-10,Spain,32,SmartTV
1704,Standard,10,2022-08-16,2023-07-07,Canada,28,Laptop
2157,Basic,10,2022-09-13,2023-07-10,Canada,43,SmartTV
2454,Standard,10,2022-11-08,2023-07-13,Canada,36,Smartphone
1595,Basic,12,2022-08-25,2023-07-04,Italy,51,Tablet
401,Premium,12,2022-07-17,2023-06-26,UnitedStates,47,Laptop
684,Standard,10,2022-08-11,2023-06-29,Canada,49,Smartphone
916,Premium,12,2022-10-26,2023-07-01,France,50,Smartphone
1797,Basic,14,2022-07-17,2023-07-06,Canada,39,SmartTV
983,Basic,11,2022-10-14,2023-07-01,UnitedStates,36,Smartphone
417,Basic,14,2022-09-21,2023-06-29,Brazil,31,SmartTV
1171,Premium,14,2022-07-27,2023-07-02,France,47,Smartphone
2097,Basic,10,2022-10-17,2023-07-11,Canada,47,Tablet
1319,Standard,14,2022-09-06,2023-07-03,Australia,35,Smartphone
287,Basic,10,2022-10-16,2023-06-26,Brazil,43,Smartphone
2196,Premium,15,2022-08-16,2023-07-09,Spain,39,Smartphone
2494,Premium,12,2022-07-21,2023-07-15,Spain,36,SmartTV
407,Basic,12,2022-08-26,2023-06-27,Brazil,37,Tablet
680,Basic,15,2022-07-07,2023-06-29,Italy,44,Laptop
2392,Basic,14,2022-11-11,2023-07-12,Spain,46,Tablet
238,Standard,15,2022-07-17,2023-06-28,Mexico,48,Smartphone
6,Premium,15,2022-03-18,2023-06-27,France,29,SmartTV
907,Standard,15,2022-10-07,2023-06-30,Spain,48,Laptop
634,Standard,12,2022-09-29,2023-06-29,Spain,51,SmartTV
1834,Standard,10,2022-11-03,2023-07-07,Spain,44,SmartTV
1956,Premium,12,2022-10-12,2023-07-08,Spain,30,Tablet
893,Standard,13,2022-07-30,2023-07-01,UnitedStates,42,SmartTV
702,Basic,14,2022-09-25,2023-07-01,Canada,36,Smartphone
2031,Premium,14,2022-10-25,2023-07-10,Spain,45,SmartTV
2000,Basic,12,2022-07-09,2023-07-09,Italy,31,SmartTV
2285,Basic,13,2022-07-19,2023-07-10,Italy,47,Smartphone
80,Basic,12,2022-11-08,2023-06-22,Italy,43,Tablet
405,Basic,13,2022-08-06,2023-06-26,Germany,49,Tablet
2146,Premium,12,2022-07-18,2023-07-11,France,41,Tablet
1237,Basic,11,2022-07-05,2023-07-02,Spain,32,Tablet
838,Standard,11,2022-10-07,2023-07-02,UnitedKingdom,38,Smartphone
28,Standard,12,2021-09-27,2023-06-24,Mexico,33,Tablet
1543,Standard,15,2022-10-23,2023-07-06,UnitedKingdom,34,Laptop
892,Basic,15,2022-07-29,2023-06-30,Spain,38,Tablet
883,Standard,15,2022-06-13,2023-06-29,UnitedKingdom,28,Tablet
1273,Standard,13,2022-10-31,2023-07-04,UnitedKingdom,38,Tablet
656,Premium,14,2022-07-31,2023-06-29,UnitedStates,33,Laptop
923,Standard,13,2022-11-08,2023-06-30,UnitedStates,28,Tablet
1658,Basic,11,2022-07-24,2023-07-07,UnitedStates,32,Laptop
341,Premium,13,2022-08-24,2023-06-26,UnitedStates,44,Laptop
1083,Standard,12,2022-06-28,2023-07-02,Mexico,28,Laptop
422,Basic,14,2022-09-15,2023-06-29,Canada,29,Tablet
1432,Standard,11,2022-07-05,2023-07-05,Spain,43,Smartphone
956,Premium,10,2022-06-24,2023-07-01,UnitedStates,42,SmartTV
2030,Basic,14,2022-10-23,2023-07-09,Italy,43,Tablet
139,Standard,13,2023-03-24,2023-06-23,Spain,40,Smartphone
316,Premium,12,2022-05-27,2023-06-25,France,50,Laptop
2214,Premium,12,2022-07-16,2023-07-12,Canada,29,Tablet
689,Basic,15,2022-09-04,2023-06-29,Australia,37,SmartTV
1883,Basic,14,2022-10-04,2023-07-08,UnitedStates,50,Tablet
1759,Standard,10,2022-11-06,2023-07-07,Spain,51,SmartTV
2228,Standard,15,2022-09-16,2023-07-10,UnitedStates,51,Tablet
1271,Basic,13,2022-11-05,2023-07-03,UnitedStates,51,Smartphone
1012,Basic,15,2022-06-26,2023-07-01,Spain,29,Smartphone
1813,Standard,12,2022-09-30,2023-07-08,UnitedKingdom,31,Smartphone
331,Premium,14,2022-07-08,2023-06-26,UnitedStates,29,Tablet
939,Premium,10,2022-07-14,2023-07-02,Canada,29,Tablet
466,Premium,10,2022-06-07,2023-06-27,France,33,Laptop
1891,Premium,11,2022-10-23,2023-07-09,France,33,Tablet
2005,Basic,10,2022-07-13,2023-07-09,UnitedStates,35,Laptop
1025,Basic,13,2022-06-23,2023-07-03,Italy,28,Smartphone
612,Premium,11,2022-07-17,2023-06-27,Canada,36,SmartTV
920,Basic,14,2022-11-09,2023-07-01,Italy,34,Tablet
330,Basic,10,2022-07-06,2023-06-26,Italy,40,SmartTV
206,Premium,11,2022-08-06,2023-06-25,France,40,Smartphone
2344,Premium,10,2022-07-27,2023-07-13,Spain,44,Tablet
1074,Standard,12,2022-08-13,2023-07-02,Canada,46,Smartphone
716,Premium,10,2022-10-26,2023-06-30,UnitedStates,43,Laptop
1370,Basic,13,2022-06-23,2023-07-04,Italy,42,Tablet
1381,Premium,12,2022-08-04,2023-07-04,France,48,SmartTV
2014,Standard,12,2022-08-29,2023-07-10,Spain,39,SmartTV
912,Premium,15,2022-10-08,2023-07-02,Canada,41,Tablet
2361,Premium,14,2022-08-16,2023-07-13,Spain,34,Smartphone
339,Premium,13,2022-10-05,2023-06-25,Spain,30,Laptop
1205,Basic,12,2022-10-27,2023-07-03,Italy,40,Laptop
1284,Standard,12,2022-08-09,2023-07-03,Canada,32,Tablet
347,Basic,14,2022-09-21,2023-06-28,Brazil,29,Smartphone
472,Basic,10,2022-07-13,2023-06-27,Canada,32,Tablet
518,Standard,15,2022-08-07,2023-06-27,UnitedStates,37,Tablet
1749,Standard,10,2022-10-16,2023-07-07,Canada,37,Laptop
871,Premium,11,2022-06-24,2023-06-29,France,45,Tablet
1566,Premium,12,2022-08-10,2023-07-06,Spain,35,Laptop
35,Basic,10,2023-04-11,2023-06-28,Germany,39,SmartTV
1783,Standard,13,2022-07-17,2023-07-07,UnitedKingdom,42,Smartphone
2226,Premium,13,2022-09-06,2023-07-13,Spain,41,Laptop
2498,Standard,12,2022-08-09,2023-07-15,UnitedStates,38,Laptop
266,Premium,10,2022-08-17,2023-06-26,France,44,Tablet
1943,Standard,14,2022-08-25,2023-07-08,UnitedStates,49,SmartTV
950,Basic,10,2022-06-20,2023-06-30,Italy,31,Tablet
1645,Basic,12,2022-07-07,2023-07-05,UnitedStates,40,Laptop
2128,Standard,10,2022-08-10,2023-07-11,UnitedKingdom,28,Tablet
901,Basic,12,2022-09-04,2023-06-30,France,29,Smartphone
877,Basic,13,2022-06-28,2023-07-01,Spain,30,SmartTV
248,Standard,13,2022-09-15,2023-06-26,Mexico,34,Smartphone
625,Basic,15,2022-09-20,2023-06-28,UnitedStates,33,Tablet
1826,Premium,12,2022-11-03,2023-07-08,UnitedStates,30,Tablet
1763,Standard,14,2022-11-02,2023-07-07,UnitedStates,32,Smartphone
86,Basic,11,2022-03-04,2023-06-25,France,29,Smartphone
2271,Premium,14,2022-07-26,2023-07-10,Spain,37,Laptop
1101,Premium,11,2022-07-21,2023-07-01,Spain,33,Tablet
482,Basic,11,2022-08-27,2023-06-27,Canada,30,SmartTV
1297,Basic,14,2022-06-29,2023-07-04,Spain,51,Smartphone
125,Basic,12,2022-08-21,2023-06-24,Germany,42,Smartphone
2243,Standard,10,2022-11-04,2023-07-09,UnitedStates,47,Laptop
1418,Standard,15,2022-09-23,2023-07-05,UnitedStates,42,SmartTV
1859,Premium,15,2022-07-04,2023-07-07,Australia,41,Laptop
2145,Basic,14,2022-07-16,2023-07-09,Germany,40,SmartTV
1983,Standard,11,2022-09-14,2023-07-08,Mexico,37,Tablet
1229,Premium,12,2022-06-24,2023-07-01,Australia,49,Smartphone
1404,Standard,14,2022-10-24,2023-07-05,Canada,42,Tablet
2101,Basic,12,2022-10-25,2023-07-11,France,31,Tablet
1673,Standard,10,2022-09-29,2023-07-07,UnitedStates,37,Tablet
2308,Standard,11,2022-10-22,2023-07-11,UnitedKingdom,37,SmartTV
2325,Basic,13,2022-11-03,2023-07-11,Germany,35,Laptop
707,Basic,12,2022-10-28,2023-06-30,Brazil,36,SmartTV
310,Premium,15,2022-06-14,2023-06-26,Italy,49,Smartphone
317,Basic,15,2022-08-25,2023-06-28,Brazil,44,Tablet
129,Standard,13,2022-11-05,2023-06-23,Spain,38,SmartTV
1201,Basic,10,2022-11-06,2023-07-03,France,41,SmartTV
433,Standard,11,2022-11-06,2023-06-25,UnitedKingdom,46,Smartphone
1316,Premium,12,2022-08-28,2023-07-05,UnitedStates,48,Tablet
599,Premium,15,2022-07-06,2023-06-27,Australia,44,SmartTV
351,Premium,11,2022-11-02,2023-06-28,UnitedStates,34,SmartTV
601,Basic,14,2022-06-05,2023-06-30,France,46,SmartTV
1265,Basic,10,2022-10-24,2023-07-03,Italy,34,Tablet
1198,Standard,10,2022-11-01,2023-07-04,UnitedKingdom,38,Laptop
1745,Basic,14,2022-10-08,2023-07-07,Italy,45,Tablet
1409,Premium,15,2022-11-05,2023-07-06,Australia,38,Tablet
2348,Standard,10,2022-07-16,2023-07-12,UnitedStates,48,SmartTV
1653,Standard,13,2022-07-01,2023-07-06,Mexico,32,Smartphone
1238,Standard,12,2022-07-12,2023-07-04,UnitedStates,28,Smartphone
453,Standard,11,2022-05-30,2023-06-28,UnitedKingdom,45,Tablet
2366,Premium,11,2022-09-09,2023-07-13,UnitedStates,43,SmartTV
902,Premium,12,2022-09-10,2023-07-02,Brazil,28,Tablet
516,Premium,14,2022-07-31,2023-06-28,Spain,42,SmartTV
1934,Premium,12,2022-07-09,2023-07-08,Australia,36,Laptop
2085,Basic,15,2022-09-02,2023-07-09,Germany,33,Laptop
2446,Premium,11,2022-10-18,2023-07-12,France,46,Tablet
558,Standard,14,2022-10-18,2023-06-30,Mexico,37,SmartTV
1696,Premium,13,2022-10-17,2023-07-07,France,44,Laptop
576,Premium,15,2022-10-26,2023-06-30,Spain,49,Tablet
1720,Basic,12,2022-06-28,2023-07-08,UnitedStates,44,Tablet
963,Standard,13,2022-08-01,2023-07-01,Mexico,51,Tablet
116,Premium,14,2022-05-19,2023-06-23,France,45,SmartTV
2218,Standard,15,2022-07-29,2023-07-12,UnitedKingdom,41,Tablet
2411,Basic,15,2022-08-02,2023-07-11,UnitedStates,37,Smartphone
1468,Standard,12,2022-10-11,2023-07-05,UnitedKingdom,51,Laptop
2495,Basic,15,2022-07-23,2023-07-12,Italy,43,Laptop
2345,Basic,11,2022-07-21,2023-07-10,Italy,39,Smartphone
805,Basic,15,2022-06-27,2023-06-28,UnitedStates,39,Laptop
2418,Standard,13,2022-07-16,2023-07-13,Mexico,28,Laptop
505,Basic,11,2022-10-21,2023-06-28,UnitedStates,35,Smartphone
249,Standard,14,2022-09-16,2023-06-27,Spain,42,Smartphone
1160,Basic,12,2022-06-20,2023-07-03,Italy,43,SmartTV
1840,Basic,14,2022-09-15,2023-07-08,UnitedStates,40,Laptop
1844,Standard,14,2022-09-11,2023-07-08,Australia,47,SmartTV
2238,Standard,14,2022-10-21,2023-07-10,Mexico,49,Smartphone
1332,Basic,12,2022-10-17,2023-07-04,Canada,40,Smartphone
1597,Basic,13,2022-09-06,2023-07-06,Spain,37,SmartTV
1618,Standard,11,2022-11-05,2023-07-06,UnitedKingdom,27,SmartTV
2171,Basic,12,2022-10-26,2023-07-11,UnitedStates,41,Tablet
889,Standard,10,2022-07-02,2023-07-01,Spain,45,Smartphone
735,Basic,14,2022-06-24,2023-06-28,Germany,40,Laptop
197,Basic,14,2022-09-27,2023-06-23,Brazil,45,Tablet
2388,Standard,14,2022-11-12,2023-07-12,Mexico,30,Tablet
817,Basic,15,2022-06-29,2023-06-30,Spain,31,Tablet
1627,Basic,15,2022-10-16,2023-07-07,Spain,42,Smartphone
2094,Premium,13,2022-10-12,2023-07-11,Canada,40,SmartTV
570,Basic,10,2022-11-20,2023-06-30,Germany,41,Laptop
2373,Standard,14,2022-10-14,2023-07-13,Mexico,47,Tablet
295,Basic,14,2022-10-03,2023-06-27,Germany,45,Laptop
1152,Basic,11,2022-06-29,2023-07-02,Canada,29,Smartphone
402,Basic,14,2022-07-21,2023-06-26,Canada,42,Smartphone
543,Standard,11,2022-07-27,2023-06-28,Mexico,37,Smartphone
103,Standard,13,2022-04-04,2023-06-26,UnitedKingdom,36,Laptop
1600,Basic,11,2022-09-15,2023-07-06,UnitedStates,39,Tablet
1662,Premium,13,2022-08-14,2023-07-06,Canada,39,Smartphone
2367,Basic,12,2022-09-17,2023-07-10,Canada,51,Tablet
377,Premium,12,2022-08-27,2023-06-28,Brazil,37,Laptop
1184,Premium,13,2022-09-28,2023-07-03,Australia,38,Laptop
553,Standard,14,2022-08-27,2023-06-28,UnitedKingdom,39,SmartTV
2391,Premium,11,2022-11-12,2023-07-10,Spain,35,Tablet
76,Basic,13,2021-12-29,2023-06-26,France,51,Laptop
830,Basic,13,2022-09-02,2023-07-03,Italy,30,Smartphone
1276,Basic,12,2022-10-26,2023-07-04,France,31,Laptop
875,Basic,14,2022-06-26,2023-06-29,Italy,28,SmartTV
1390,Basic,11,2022-09-13,2023-07-05,UnitedStates,51,Laptop
2048,Standard,11,2022-10-24,2023-07-09,UnitedStates,41,Tablet
1141,Premium,12,2022-08-22,2023-07-03,France,48,SmartTV
2455,Basic,10,2022-11-09,2023-07-11,UnitedStates,38,Tablet
1980,Basic,15,2022-09-17,2023-07-09,Germany,42,Laptop
475,Basic,11,2022-08-13,2023-06-26,Germany,31,SmartTV
186,Premium,12,2022-03-01,2023-06-25,France,33,SmartTV
2354,Premium,13,2022-07-19,2023-07-13,Australia,43,SmartTV
278,Standard,14,2022-09-27,2023-06-26,Mexico,34,Laptop
399,Standard,12,2022-07-14,2023-06-25,Spain,44,Smartphone
1024,Premium,10,2022-06-20,2023-07-01,Spain,40,Smartphone
1867,Basic,11,2022-07-15,2023-07-06,Spain,31,Tablet
611,Basic,15,2022-07-11,2023-06-28,UnitedStates,29,Smartphone
1524,Standard,11,2022-08-20,2023-07-07,Canada,39,Smartphone
2417,Basic,15,2022-07-17,2023-07-11,Brazil,29,SmartTV
1437,Premium,13,2022-06-28,2023-07-04,Canada,41,Laptop
1346,Basic,12,2022-10-16,2023-07-04,UnitedStates,39,SmartTV
713,Standard,10,2022-11-01,2023-06-27,UnitedStates,30,Laptop
2403,Standard,15,2022-09-17,2023-07-11,Mexico,41,Laptop
2156,Premium,10,2022-09-07,2023-07-13,UnitedStates,37,SmartTV
886,Premium,15,2022-06-23,2023-06-30,France,45,SmartTV
1241,Premium,14,2022-07-28,2023-07-02,UnitedStates,47,Laptop
241,Premium,13,2022-05-31,2023-06-27,UnitedStates,47,Laptop
1310,Basic,15,2022-07-23,2023-07-05,Italy,44,Laptop
1621,Premium,10,2022-11-04,2023-07-05,France,39,Laptop
16,Premium,15,2022-04-07,2023-06-27,France,36,Tablet
1295,Basic,10,2022-06-29,2023-07-02,Italy,40,Smartphone
2057,Basic,10,2022-08-10,2023-07-08,Brazil,32,Smartphone
1865,Basic,15,2022-07-08,2023-07-07,Italy,39,Smartphone
1490,Basic,12,2022-09-14,2023-07-04,Italy,31,Smartphone
375,Basic,14,2022-06-17,2023-06-28,Germany,44,Laptop
820,Basic,11,2022-07-07,2023-06-30,UnitedStates,43,Tablet
1441,Premium,11,2022-06-25,2023-07-04,France,51,Tablet
259,Standard,15,2022-08-05,2023-06-26,Spain,28,Smartphone
915,Standard,15,2022-10-20,2023-06-29,Germany,41,Laptop
1298,Standard,14,2022-06-26,2023-07-03,UnitedStates,27,Laptop
108,Standard,12,2022-05-24,2023-06-25,Mexico,27,SmartTV
1166,Premium,13,2022-07-02,2023-07-02,UnitedStates,39,Tablet
1688,Standard,14,2022-11-04,2023-07-06,UnitedStates,41,Tablet
250,Basic,14,2022-08-09,2023-06-26,Italy,28,Laptop
1638,Standard,10,2022-07-28,2023-07-06,Mexico,40,Tablet
1790,Basic,12,2022-06-30,2023-07-09,Italy,31,SmartTV
564,Premium,14,2022-09-28,2023-06-29,Canada,35,Smartphone
2292,Basic,12,2022-08-20,2023-07-14,Canada,41,SmartTV
122,Basic,11,2022-05-03,2023-06-28,Canada,51,SmartTV
2002,Basic,10,2022-07-09,2023-07-11,Spain,30,Smartphone
1568,Standard,14,2022-07-19,2023-07-06,UnitedStates,41,SmartTV
1819,Premium,13,2022-10-19,2023-07-07,Spain,48,Tablet
652,Basic,14,2022-08-15,2023-06-29,Spain,39,Smartphone
924,Standard,14,2022-11-05,2023-07-01,Canada,37,SmartTV
1266,Premium,15,2022-10-25,2023-07-04,Spain,47,Laptop
2376,Premium,12,2022-10-19,2023-07-12,Spain,49,SmartTV
521,Basic,15,2022-06-18,2023-06-28,UnitedStates,33,SmartTV
2254,Standard,11,2022-11-04,2023-07-11,Spain,40,Laptop
305,Basic,13,2022-05-24,2023-06-26,Germany,47,SmartTV
537,Premium,10,2022-06-17,2023-06-27,Canada,38,Smartphone
19,Premium,15,2023-02-15,2023-06-23,Spain,32,SmartTV
687,Premium,13,2022-08-26,2023-06-29,Canada,30,Tablet
2178,Standard,11,2022-11-09,2023-07-11,Mexico,28,Tablet
2461,Premium,13,2022-11-13,2023-07-12,France,41,Laptop
448,Standard,14,2022-08-12,2023-06-27,Mexico,48,Tablet
1038,Standard,12,2022-09-02,2023-07-03,Mexico,30,Smartphone
451,Basic,12,2022-07-18,2023-06-28,UnitedStates,31,Laptop
1609,Standard,14,2022-10-15,2023-07-06,Spain,41,SmartTV
1947,Basic,12,2022-09-12,2023-07-08,Canada,39,Smartphone
1291,Premium,10,2022-06-30,2023-07-02,France,32,Laptop
1958,Basic,12,2022-10-19,2023-07-10,UnitedStates,29,Tablet
2099,Premium,11,2022-10-20,2023-07-08,Australia,29,Laptop
203,Standard,13,2022-07-31,2023-06-24,UnitedKingdom,42,SmartTV
2142,Basic,12,2022-07-13,2023-07-11,Canada,46,Smartphone
606,Premium,14,2022-06-13,2023-06-29,Spain,50,Tablet
796,Premium,12,2022-08-04,2023-07-01,France,27,SmartTV
2255,Basic,15,2022-10-31,2023-07-09,Italy,41,Laptop
1510,Premium,11,2022-06-25,2023-07-07,UnitedStates,33,SmartTV
1326,Premium,10,2022-10-05,2023-07-05,Spain,48,Smartphone
384,Standard,10,2022-05-19,2023-06-28,Australia,35,Smartphone
2364,Premium,13,2022-08-26,2023-07-11,Canada,28,SmartTV
608,Basic,12,2022-06-22,2023-06-28,UnitedStates,48,SmartTV
2190,Standard,10,2022-09-29,2023-07-10,Germany,47,Tablet
1710,Basic,11,2022-07-17,2023-07-07,Germany,30,SmartTV
143,Standard,14,2022-08-31,2023-06-24,UnitedKingdom,30,Tablet
876,Premium,11,2022-06-27,2023-06-30,Spain,44,Tablet
571,Premium,13,2022-11-21,2023-06-29,France,37,SmartTV
812,Basic,15,2022-06-11,2023-07-01,Brazil,33,Laptop
13,Standard,12,2021-11-30,2023-06-27,UnitedKingdom,48,Laptop
2110,Premium,14,2022-11-10,2023-07-10,UnitedStates,44,Smartphone
643,Standard,11,2022-10-28,2023-06-27,UnitedKingdom,50,Smartphone
2234,Premium,15,2022-10-11,2023-07-11,Australia,40,Tablet
1876,Basic,11,2022-09-04,2023-07-09,France,29,Tablet
1581,Premium,15,2022-06-27,2023-07-05,Spain,30,SmartTV
2193,Standard,12,2022-09-17,2023-07-09,Mexico,32,Laptop
314,Basic,10,2022-04-21,2023-06-26,Australia,28,Laptop
1192,Basic,11,2022-10-14,2023-07-03,Spain,37,Laptop
2383,Standard,10,2022-11-05,2023-07-10,UnitedKingdom,35,Tablet
1455,Basic,11,2022-08-23,2023-07-04,Germany,49,SmartTV
1173,Standard,11,2022-08-03,2023-07-01,Mexico,27,Smartphone
493,Standard,11,2022-09-18,2023-06-27,UnitedKingdom,35,Smartphone
1574,Premium,10,2022-07-07,2023-07-06,Australia,36,SmartTV
2199,Standard,14,2022-08-13,2023-07-09,Canada,49,Tablet
743,Standard,15,2022-06-10,2023-06-28,UnitedStates,31,Laptop
99,Standard,12,2023-01-13,2023-06-24,Spain,29,Tablet
1808,Basic,12,2022-09-15,2023-07-08,UnitedStates,43,Laptop
1126,Basic,14,2022-10-25,2023-07-02,France,39,Laptop
2284,Standard,12,2022-07-18,2023-07-12,Spain,39,Smartphone
1610,Basic,14,2022-10-17,2023-07-06,Italy,36,SmartTV
415,Basic,13,2022-08-23,2023-06-25,Germany,39,Smartphone
1052,Premium,14,2022-10-14,2023-07-02,Brazil,31,Tablet
1489,Standard,12,2022-09-16,2023-07-03,Spain,33,SmartTV
681,Premium,11,2022-07-16,2023-06-28,Spain,33,Laptop
1740,Standard,15,2022-09-18,2023-07-06,Germany,37,Laptop
1695,Basic,14,2022-10-24,2023-07-04,Germany,28,Smartphone
1506,Premium,10,2022-06-29,2023-07-05,Spain,47,Smartphone
1378,Standard,14,2022-07-17,2023-07-06,UnitedKingdom,46,SmartTV
719,Standard,10,2022-09-03,2023-06-29,Australia,33,Tablet
823,Standard,15,2022-07-29,2023-06-30,UnitedKingdom,30,Smartphone
477,Basic,10,2022-08-24,2023-06-27,Brazil,50,Laptop
2111,Basic,14,2022-11-09,2023-07-09,UnitedStates,47,Laptop
1887,Premium,13,2022-10-13,2023-07-09,Canada,49,SmartTV
1663,Standard,12,2022-08-16,2023-07-06,UnitedKingdom,38,Smartphone
1545,Basic,13,2022-10-27,2023-07-06,Germany,43,Laptop
2182,Standard,14,2022-11-09,2023-07-10,Spain,45,Tablet
2086,Premium,13,2022-09-04,2023-07-12,France,45,SmartTV
181,Premium,15,2022-06-16,2023-06-27,UnitedStates,33,Smartphone
1577,Premium,10,2022-07-03,2023-07-04,Brazil,45,Tablet
1415,Basic,11,2022-10-17,2023-07-03,Italy,32,SmartTV
344,Standard,13,2022-08-07,2023-06-26,Australia,42,Smartphone
2198,Standard,12,2022-08-12,2023-07-11,UnitedStates,29,SmartTV
2204,Premium,11,2022-07-25,2023-07-13,Australia,39,SmartTV
1211,Basic,10,2022-08-23,2023-07-04,UnitedStates,29,Laptop
726,Premium,14,2022-08-02,2023-06-30,Spain,50,Laptop
953,Standard,10,2022-06-16,2023-06-30,UnitedStates,34,Laptop
184,Standard,13,2022-04-26,2023-06-25,Australia,28,Laptop
288,Standard,14,2022-10-20,2023-06-28,Mexico,51,SmartTV
1181,Premium,15,2022-09-11,2023-07-01,UnitedStates,40,Laptop
629,Premium,11,2022-10-12,2023-06-29,Australia,39,Tablet
1204,Standard,13,2022-10-30,2023-07-05,Spain,42,Laptop
1372,Basic,12,2022-06-25,2023-07-05,Spain,40,Laptop
914,Basic,12,2022-10-19,2023-07-02,Australia,44,SmartTV
896,Basic,10,2022-08-20,2023-07-01,UnitedStates,47,Smartphone
468,Standard,11,2022-06-28,2023-06-27,Mexico,32,SmartTV
568,Standard,11,2022-11-16,2023-06-28,UnitedKingdom,27,Laptop
188,Standard,15,2022-07-16,2023-06-27,Mexico,44,SmartTV
1436,Basic,14,2022-06-27,2023-07-04,UnitedStates,47,SmartTV
704,Premium,13,2022-09-30,2023-07-01,Australia,27,Tablet
958,Standard,10,2022-07-02,2023-07-01,UnitedKingdom,42,Laptop
212,Basic,11,2022-10-28,2023-06-26,Canada,36,SmartTV
671,Basic,10,2022-06-08,2023-06-30,UnitedStates,51,Tablet
691,Premium,11,2022-09-01,2023-06-29,France,28,Laptop
2458,Standard,12,2022-11-12,2023-07-12,UnitedKingdom,30,SmartTV
569,Standard,10,2022-11-17,2023-06-26,Australia,31,Laptop
2049,Standard,14,2022-10-08,2023-07-08,Canada,34,Tablet
1342,Basic,12,2022-11-01,2023-07-05,Spain,36,Laptop
325,Basic,13,2022-05-29,2023-06-27,Germany,32,Tablet
2158,Standard,12,2022-09-14,2023-07-10,UnitedKingdom,46,Smartphone
1950,Basic,10,2022-09-21,2023-07-10,Germany,40,Laptop
1993,Standard,15,2022-07-19,2023-07-08,UnitedKingdom,29,Tablet
780,Basic,15,2022-11-12,2023-06-30,Germany,43,Laptop
1650,Basic,14,2022-06-28,2023-07-08,Germany,32,Tablet
2464,Standard,12,2022-11-05,2023-07-12,Spain,42,Smartphone
1048,Standard,15,2022-10-08,2023-07-03,UnitedKingdom,51,Tablet
1835,Basic,11,2022-10-22,2023-07-06,Italy,41,Tablet
2340,Standard,15,2022-07-30,2023-07-14,Germany,38,Laptop
1471,Premium,10,2022-10-19,2023-07-06,France,51,Smartphone
891,Premium,14,2022-07-18,2023-06-30,Spain,50,SmartTV
2055,Basic,14,2022-09-05,2023-07-09,Germany,29,Laptop
2233,Standard,14,2022-10-09,2023-07-12,UnitedKingdom,34,Smartphone
1598,Standard,11,2022-09-08,2023-07-07,UnitedStates,48,Laptop
1939,Standard,11,2022-08-13,2023-07-09,Spain,43,Tablet
1879,Standard,10,2022-09-17,2023-07-06,Spain,27,SmartTV
1453,Standard,14,2022-08-13,2023-07-04,UnitedKingdom,36,Smartphone
965,Basic,10,2022-08-14,2023-06-30,Italy,46,Laptop
2489,Basic,11,2022-07-17,2023-07-12,Australia,48,Smartphone
1047,Basic,13,2022-10-07,2023-07-01,Canada,39,Laptop
1511,Basic,13,2022-06-26,2023-07-04,UnitedStates,50,SmartTV
455,Basic,11,2022-05-31,2023-06-27,Germany,31,SmartTV
2363,Standard,11,2022-08-22,2023-07-11,UnitedStates,44,SmartTV
270,Basic,12,2022-09-04,2023-06-25,Italy,47,SmartTV
1469,Standard,12,2022-10-13,2023-07-04,Australia,46,SmartTV
221,Basic,12,2022-11-26,2023-06-25,UnitedStates,47,Smartphone
867,Basic,13,2022-07-17,2023-06-30,Canada,49,Tablet
1367,Basic,11,2022-06-26,2023-07-04,Brazil,28,Smartphone
436,Premium,11,2022-10-19,2023-06-29,France,41,Smartphone
17,Basic,10,2022-01-24,2023-06-25,Brazil,30,Laptop
937,Basic,10,2022-07-17,2023-06-30,Spain,38,Smartphone
151,Basic,15,2022-12-12,2023-06-25,UnitedStates,30,Laptop
987,Premium,11,2022-10-30,2023-07-01,Canada,32,Tablet
1799,Premium,14,2022-08-05,2023-07-07,Australia,49,Tablet
490,Basic,12,2022-10-18,2023-06-29,Italy,36,SmartTV
1984,Standard,11,2022-09-15,2023-07-09,Spain,44,Smartphone
1430,Basic,13,2022-07-09,2023-07-05,Italy,43,SmartTV
1918,Standard,11,2022-08-07,2023-07-10,UnitedKingdom,34,Smartphone
1839,Premium,15,2022-09-15,2023-07-06,Canada,36,SmartTV
1930,Basic,13,2022-07-07,2023-07-09,UnitedStates,36,SmartTV
1400,Basic,14,2022-10-15,2023-07-06,Italy,40,Laptop
2297,Basic,13,2022-09-13,2023-07-10,Brazil,30,Laptop
760,Premium,13,2022-09-04,2023-07-01,UnitedStates,40,Smartphone
679,Standard,11,2022-07-05,2023-06-29,Spain,49,Laptop
577,Basic,15,2022-10-23,2023-06-26,Spain,31,Laptop
2130,Basic,10,2022-08-04,2023-07-12,Germany,46,Tablet
